CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,365988,SELVAREY COCONUT RUM - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,348215,STELLA ROSA BLACK LUX - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,297129,LAURENT PERRIER BRUT ROSE - 750ML,4,Purchase order
2023,December,E & J GALLO WINERY,WINE,84895,BAREFOOT CEL MALBEC - 1.5L,40,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,194972,BARBOURSVILLE RES VIOG - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,22704,S SMITH ORGANIC CIDER NR - 18.7OZ,2,Purchase order
2023,December,FILIBUSTER BARRELS LLC,LIQUOR,320654,FILIBUSTER KENTUCKY RYE WHISKEY - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,378389,SHE'S ALWAYS ROSE P/NOIR ROSE - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,298191,SOUTHERN TIER 2X HAZE 12/19.2OZ CANS,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,168251,ROSCATO ROSSO 24/CS  187ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,178063,LA VIEILLE FERME ROSE - 750ML,28,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,340325,CH DU COLOMBIER PETIT CHABLIS - 750ML,2,Purchase order
2023,December,WILLIAM GRANT AND SONS INC,LIQUOR,41300,RAYNAL BRAND VSOP - 1.75L,16,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,NON-ALCOHOL,99665,BITBURGER NA 4/6 NR - 11.2OZ,13,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,377722,LINDEN HARDSCRABBLE S/BLC - 750ML,2,Purchase order
2023,December,THE WINE GROUP,WINE,241910,CHLOE S/BLANC - 750ML,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,42264,DR LOOSEN ERD TREP SPAT RIE - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,311812,ELK COVE WILLAMETTE P/NOIR - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,72481,OLE SMOKY SALTY CARAMEL - 750ML,11,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,309223,KOOKSOONDANG RICE ORG MAKGELLI 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,6190,S SMITH OATMEAL STOUT NR 12/CS - 18.7OZ,3,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,350310,LUSTIG ZWEIGELT ROSE - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,368856,BUMBLEBEE RED BLEND - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355122,INVIVO X SJP MARLBOROUGH S/BLC - 750ML,2,Purchase order
2023,December,CROWN IMPORTS,BEER,99198,MODELO ESPECIAL 2/12 NR - 12OZ,2205,Purchase order
2023,December,BACKUP BEVERAGE,BEER,14731,OLDE MOTHER IMPRESSIONIST 6/4 16OZ CANS,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,301042,99 VINES ZIN - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,244905,VENDANGE TETRA S/BLC - 500ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,168224,ARROW CREME DE BANANA 1L,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,77192,BULLEIT BOURBON - MANHATTAN - 375ML,15,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,241728,RABBIT HOLE HEIGOLD STRAIGHT BRBN WHISKEY - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170280,CAPRICCIO WATERMELON SANGRIA - 355ML,10,Purchase order
2023,December,INTERNATIONAL CELLARS LLC,WINE,247154,CACCIATA CHIANTI CLASSICO RISERVA - 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,241726,RABBIT HOLE DARERINGER SHERRY CASK BOURBON - 750ML,3,Purchase order
2023,December,PUNTO VINO LLC,WINE,233646,NETZL ZWEIGELT CLASSIC - 750ML,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,300537,VOLPETTI CESANESE - 750ML,3,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,378769,IMPERIAL STAG RESA ICONIC RED - 750ML,3,Purchase order
2023,December,R & H EIGNER LLC,WINE,19136,CLEAR SKIES CRIMES OF PASSION 24PK LOOSE CANS,2,Purchase order
2023,December,PWSWN INC,WINE,355688,PEPE YLLERA RED BLEND - 750ML,3,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,241292,ROSSAQUERCIA CHIANTI CLASSICO - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,74284,CARLO ROSSI SANGRIA - 1.5L,60,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,348496,DOMAINE DU CHATEAU D'EAU CAB - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,347435,SABEO VERDEJO - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,327465,GUEISSARD LES PAPILLES PROVENCE RSE - 750ML,1,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,297610,LUCIGNANO CHIANTI RISERVA 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,391069,LIBERTY CREEK MER - 1.5L,40,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,101346,ALSACE WILLM GEW - 750ML,4,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17253,DEWEY SWISHY PANTS 4/6 CANS,11,Purchase order
2023,December,E & J GALLO WINERY,WINE,87386,KORBEL BRUT ROSE - 750ML,20,Purchase order
2023,December,BACARDI USA INC,LIQUOR,38032,BACARDI RUM - GOLD - 750ML,68,Purchase order
2023,December,FIG TREE WINERY LLC,WINE,16148,URBAN WINERY MERLOT 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,251516,MALIBU PINA COLADA RTD 6/4 PK - 355ML CAN,17,Purchase order
2023,December,CROWN IMPORTS,BEER,25883,MODELO ESPECIAL 24 LOOSE NR - 12OZ,6027,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,14370,DOWN EAST BLACKBERRY 6/4 CANS,5,Purchase order
2023,December,BACKUP BEVERAGE,KEG,12730,ACE PINEAPPLE 1/2 KEG,3,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,429785,SOL'ACANTALYS CDR RGE - 750ML,2,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,166438,BADER MIMEUR CHASS MONT BLC - 750ML,2,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,377920,AZIENDA AGRICOLA ZAGLIA VYDS ROSIS BRUT ROSE SPUM - 750ML,5,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,166865,HEAVENS DOOR REFUGE RYE - 750ML,2,Purchase order
2023,December,THE WINE GROUP,WINE,69443,13 CELSIUS S/BLANC - 750ML,112,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,340730,TEXTBOOK NAPA MER - 750ML,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,428096,BARNARD GRIFFIN SANG RSE - 750ML,2,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,244980,ARGENTO MINIMALISTA ROSE 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,166332,ROSCATO DARK RED BLEND - 750ML,6,Purchase order
2023,December,SAZERAC CO,LIQUOR,59323,1792 SMALL BATCH - 750ML,136,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,297287,MASTER OF MIXES BIG BUCKET STRAWBERRY MARGARITA 4/96OZ,5,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,377670,LA PURISIMA RED BLEND O/V EXPRESSION - 750ML,4,Purchase order
2023,December,ROYAL WINE CORP,WINE,413445,WEINSTOCK WHITE BY W - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,232422,ZENA CROWN SLOPE P/NOIR - 750ML,1,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,BEER,16563,PORT CITY HAZY IPA 6/4 16OZ CANS,7,Purchase order
2023,December,STE MICHELLE WINE ESTATES,WINE,43190,CH ST MICH INDIAN WELLS CHARD - 750ML,28,Purchase order
2023,December,BACKUP BEVERAGE,BEER,14364,GREAT LAKES GIMME 5 VARIETY 1/15PK CANS,3,Purchase order
2023,December,MHW LTD,WINE,411329,CONTI BERETTA P/NOIR - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,301752,FLOWERS S/C P/NOIR - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,57720,KETEL ONE VODKA - 1L,24,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,198188,PLANETA CHARD 6/CS - 750ML,1,Purchase order
2023,December,DELICATO FAMILY VINEYARDS,WINE,83370,BOTA BOX-OLD VINES ZIN(3/CS) - 3L,24,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,303265,GRAND MOSCATO WHITE - 750ML,1,Purchase order
2023,December,CROWN IMPORTS,BEER,23456,CORONA LIGHT LOOSE NR - 12OZ,135,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,70422,CAMARENA TEQUILA - REPOSADO - 1.75L,42,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,13937,BRECKENRIDGE JUICE DROP 4/6 CANS,2,Purchase order
2023,December,E & J GALLO WINERY,WINE,82440,BAREFOOT BUBBLY PEACH FUSION - 750ML,22,Purchase order
2023,December,JOS VICTORI WINES,WINE,355104,JOHN UMBACH PS PINOT NOIR - 750ML,2,Purchase order
2023,December,BBL INC,BEER,6025,DELIRIUM NOCTURNUM 750ML,5,Purchase order
2023,December,SAZERAC CO,LIQUOR,23213,P MASSON BRANDY VS - 375ML,54,Purchase order
2023,December,MARK ANTHONY BRANDS INC,BEER,69889,MIKES HARDER STRAWB PINEAPLE LEMONDE 23.5OZ CN,9,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,170336,CHAPPELLET PRITCHARD HILL CABERNET 2008 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,77797,LONE RIVER RANCH WATER SELTZER VP 2/12 CAN,100,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,82314,ROOT 1 CARMENERE - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,98833,LINDEMANS FRAMBOISE NR - 25.4OZ,8,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,234040,TROUILLARD BL/NOIR EX BRUT CHAMP - 750ML,2,Purchase order
2023,December,PROXIMO SPIRITS INC,LIQUOR,70238,1800 REPOSADO TEQUILA - 1.75L,120,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,422142,VAJRA LANGHE ROSSO - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,297642,MACROSTIE CHARDONNAY SONOMA COAST 375ML,2,Purchase order
2023,December,PWSWN INC,WINE,339232,VIEJO FEO S/BLANC - 750ML,5,Purchase order
2023,December,BACARDI USA INC,LIQUOR,76199,CAZADORES BLANCO TEQUILLA - 750ML,4,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,98159,LINDEMANS CASSIS NR - 12OZ,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,338457,LA VILLETTE P/NOIR - 750ML,1,Purchase order
2023,December,SAN ANTONIO WINERY INC,WINE,355848,STELLA ROSA BLUEBERRY - 750ML,112,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,239426,BODEGAS CERRO CHAPEU YSERN TANNAT GRAN RESA - 750ML,1,Purchase order
2023,December,BACARDI USA INC,LIQUOR,70113,GREY GOOSE LA POIRE 6/CS - 1L,22,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,38261,EL JIMADOR TEQUILA - BLANCO - 750ML-12CS,44,Purchase order
2023,December,PWSWN INC,WINE,346457,SECRET CELLARS MONTEREY CHARD - 750ML,3,Purchase order
2023,December,DELMAR BREWING COMPANY LLC,BEER,23691,EVOLUTION PRIMAL PALE ALE 4/6 NR - 12OZ,7,Purchase order
2023,December,HEINEKEN USA,BEER,28420,DOS EQUIS LAGER 2/12 CANS - 12OZ,130,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,69147,WILD BASIN HARD SELTZER BERRY VARIETY 2/12 CANS,6,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,371980,NAUTILUS S/BLC - 750ML,2,Purchase order
2023,December,PWSWN INC,WINE,169900,ALTOSUR ROSE 750ML,1,Purchase order
2023,December,GJS SALES INC,BEER,13343,PRESS SELTZER SIGNATURE VP 2/12 CANS,15,Purchase order
2023,December,CITIZENS BREWING LLC,BEER,13525,DENIZENS BIG RED NORM 4/6 CANS,96,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,244288,SOUTHERN TIER IPA 2/12 12OZ CAN,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,352572,PIKE ROAD PINOT NOIR - 750ML,70,Purchase order
2023,December,PWSWN INC,WINE,353596,RASCALLION 33+1/3 RPM - 750ML,11,Purchase order
2023,December,BACKUP BEVERAGE,BEER,17507,SCHLAFLY DOUBLE BEAN BLONDE 4/6 CANS,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,378832,VAL D'OCA PROSECCO EXTRA DRY - 750ML,8,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,169954,CAFFO LIMONCINO 700ML,1,Purchase order
2023,December,FANTASMA LLC,WINE,170288,THE MARIGNY DRINK THIS WINE SKIN CONT WHITE 750ML,1,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,18567,PARIAH MY CAT FROM HELLES 6/4 16OZ CANS,1,Purchase order
2023,December,STE MICHELLE WINE ESTATES,WINE,83690,CH ST MICH MER - 750ML,28,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,168240,TEXTBOOK PASO ROBLES CABERNET SAUVIGNON 750ML,13,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,334182,MAISON NOIR O P P P/NOIR - 750ML,21,Purchase order
2023,December,ROYAL WINE CORP,WINE,63592,BARTENURA MALVASIA - 750ML,7,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,91090,COORS LT 18PK CAN - 12OZ,1680,Purchase order
2023,December,GLOU GLOU WINES LLC,WINE,170359,DOM DE I' ANGE VIN FETEMBULLES VDF SPARKLING WHITE 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,333223,CH MARJOSSE - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,243112,SANTA MARINA CHARD - 1.5L,2,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,238363,WATERDOG RED RESA - 750ML,1,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,379542,BURN COTTAGE MOONLIGHT RACE P/NOIR - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,168024,CLOS DU VAL ESTATE CAB 750ML,1,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,WINE,35769,SONOMA CUTRER RR CHARD - 750ML,56,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,379319,BARON DE LEY GARNACHA - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,340498,CH CHEVAL NOIR ST. EMILION - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,89606,MCAFEE BROS BENCHMARK SMALL BATCH KY STRAIGHT BOURB WHISKEY - 750ML,75,Purchase order
2023,December,INTERNATIONAL CELLARS LLC,WINE,237434,ILLI PROSECCO EX-DRY - 750ML,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,301688,LUNA BEBERIDE GODELLO - 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,44804,NOAHS MILL BOURBON - 750ML,14,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,71991,HIGH NOON SUN SIPS SNOWBIRD 8 PK  - RTD,520,Purchase order
2023,December,THE TRITON COLLECTION INC,WINE,243300,KUSAFIRI ORG RED BLEND - 750ML,4,Purchase order
2023,December,PREMIUM DISTRIBUTORS OF MARYLAND,BEER,32141,SOLACE LIL BIT CLOUDY IPA 12OZ 4/6PK CANS,80,Purchase order
2023,December,PWSWN INC,LIQUOR,167964,SORGIN GIN SAUV/BLANC - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,13960,CASAL GARCIA VINHO VERDE BRANCO - 750ML,56,Purchase order
2023,December,SFB BUCK LLC,BEER,10430,STONE IPA 4/6 NR - 12OZ,180,Purchase order
2023,December,BROOKEVILLE BREWING LLC,BEER,15077,BEER FARM PHILSNER 4/6 CANS,35,Purchase order
2023,December,VICTORY BREWING COMPANY LLC,BEER,17321,VICTORY JUICY MONKEY 4/6 CANS,9,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,371000,DOM PAUL BUISSE CREMENT DE LOIRE ROSE - 750ML,1,Purchase order
2023,December,JACKSON FAMILY ENTERPRISES INC,WINE,232824,LA CREMA MONTEREY P/NOIR ROSE - 750ML,28,Purchase order
2023,December,RVWC LLC,WINE,241945,PECINA RIOJA CRIANZA - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238642,LUNA DI LUNA RED BLEND - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,298561,SAUGATUCK PEANUT BUTTER PORTER 4/6 CANS,3,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,50747,KONA BIG WAVE  2/12PK CAN,42,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,351896,FRENCH BLUE BORD ROSE - 750ML,1,Purchase order
2023,December,THE WINE GROUP,WINE,11019,CHLOE PROSECCO - 750ML,20,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,335578,LAGO VIN VERDE - 750ML,2,Purchase order
2023,December,THE WINE GROUP,WINE,21326,FISH EYE CHARD - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,167551,HOUSE OF DRAGON CABERNET 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,307610,MICHEL TURGY BDB RES - 750ML,2,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,42845,DOM BOUSQUET CAB/SAUV RESERVE- 750ML,4,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,77450,GEORGE DICKEL RYE - 750ML,10,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,362296,KINDZMARAULI PITCHER CERAMIC - 750ML,9,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,169582,SPICE TRADER SHIRAZ 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,59005,BENTON LANE P/NOIR - 750ML,2,Purchase order
2023,December,WELL OILED WINE COMPANY LLC,WINE,13947,MELEA VERDEJO SAUVIGNON BLANC ORGANIC 750ML,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,332316,PODERE CASTORANI MONTPUL D'ABRU - 750ML,7,Purchase order
2023,December,BACKUP BEVERAGE,BEER,19118,VASEN HEFE 6/4 16OZ CANS,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,167960,LUNARIA PRIMITIVO RUMINAT 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,169921,ZARDETTO LONG CHARMAT PROSECCO DOCG 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,WINE,70149,LILLET BLC - 750ML,28,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,237953,EGO BODEGAS GORU MONASTRELL/CAB - 750ML,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,307306,ISASSI DEL VULTURE - 750ML,2,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,16519,TRES GENERACIONES ANEJO 750ML,13,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,243599,CASCINA BRETTA ROSSA BAROLO - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,356242,SVYTURYS EKSTRA LAGER NR - 16.9OZ,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,361909,ELK COVE WILLAMETTE P/NOIR - 375ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,243761,MIONETTO PRESTIGE COLL 1887 ROSE EX DRY - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,63430,NARRAGANSETT LAGER 30PK CANS,7,Purchase order
2023,December,O'NEILL BEVERAGES CO LLC,WINE,338919,RABBLE ZINFANDEL - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,71079,GLEN MORAY PORT CASK - 750ML,14,Purchase order
2023,December,SHENANDOAH HARD CIDER LLC,KEG,100034,CINTER WONDERLAND - 1/6K,4,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,243756,GELIDA BRUT GRAN RESA CAVA SPARK - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,69232,GRAFT BIRDS OF PARADISE 6/4 CANS,5,Purchase order
2023,December,PARK STREET IMPORTS LLC,LIQUOR,76763,COSTA TEQUILA-CAFE - 750ML,1,Purchase order
2023,December,BOGLE VINEYARDS INC,WINE,80146,BOGLE PHANTOM - 750ML,28,Purchase order
2023,December,CONSTELLATION BRANDS,LIQUOR,78679,CASA NOBLE TEQUILA BLANCO 750ML,58,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,362352,HOKKAIDO YUZU LAGER - 10.14OZ,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,320591,MONTAND BRUT SPARK - 187ML,7,Purchase order
2023,December,E & J GALLO WINERY,WINE,335989,LOCATIONS E SPANISH RED  - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,319713,EXCELSIOR S/BLC - 750ML,3,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,377958,ORNATO PROSECCO - 750ML,2,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,377696,DOM MICHEL GAY CHOREY LES BEAUNE ROUGE - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,167625,STELLA ROSA ROSSO CHRISTMAS EDITION 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,NON-ALCOHOL,378077,FEVER TREE SPARK SICILAIN LEMONADE 6/4PK - 200ML,2,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,10444,JAMESON CASKMATES STOUT - 750ML,28,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,311936,MAN VINTNERS CHEIN BLC - 750ML,1,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,68285,PELLEGRINO NERO D'AVOLA TARENI 750ML,6,Purchase order
2023,December,DOPS INC,BEER,99260,CHIMAY PREMIERE RED CAP 6/4NR - 11.2OZ,9,Purchase order
2023,December,SAZERAC CO,LIQUOR,241476,99 SCHNAPPS FRUIT PARTY PACK - 10PK/50ML,34,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,232526,LOMAS DEL VALLE P/NOIR - 750ML,2,Purchase order
2023,December,MOET HENNESSY USA,LIQUOR,41360,HENNESSY COGNAC VS - 375ML,45,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,107921,MARQUES DE CACERES RESERVA RED - 750ML,1,Purchase order
2023,December,MOET HENNESSY USA,LIQUOR,41998,HENNESSY COGNAC XO - 750ML,1,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,88999,WIDOW JANE 10YR STRAIGHT BOURB - 750ML,6,Purchase order
2023,December,AMAVI VINUM,WINE,246015,DFR ARROGANCE - ROSE SEMI SWEET - 750ML,2,Purchase order
2023,December,CAMPARI AMERICA LLC,LIQUOR,242154,ESPOLON BLANCO TEQUILA  - 750ML,210,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,335596,PRODIGO S/BLC - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,169808,FARMERS ORGANIC GIN 750ML,5,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,92991,SAM ADAMS CHERRY WHEAT 4/6 LN - 12OZ,120,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,322061,ENATE CHARD - 750ML,4,Purchase order
2023,December,INTERCONTINENTAL PACKAGING COMPANY,WINE,243764,RISATA MOSCATO D'ASTI - 750ML,28,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,26095,ANGRY ORCHARD CRISP APPLE 2/12 NR - 12OZ,300,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,52070,DEL MAGUEY PUEBLA MEZCAL - 750ML,20,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,97306,ORVAL TRAPPISTE NR 12/CS - 11.2OZ,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,323728,BULLY HILL RIES - 750ML,2,Purchase order
2023,December,J LOHR WINERY,WINE,81205,J LOHR WILDFLOWER VALDIGUIE - 750ML,2,Purchase order
2023,December,ALLAGASH BREWING COMPANY,BEER,24055,ALLAGASH WHITE 4/6 CANS,10,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,424374,BULLY HILL SWEET WALTER RSE - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,313020,PIKES CLARE VLY LOS COMPANEROS - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,WINE,85704,LA MARCA PROSECCO -  3 pk-187ML,144,Purchase order
2023,December,J LOHR WINERY,WINE,68332,J LOHR PURE PASO RED BLEND 750ML,14,Purchase order
2023,December,MILLER BREWING COMPANY,DLC,508,MILLER/COORS PLASTIC BULKHEAD,76,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,247174,CH BELAIR MONANGE PREM GR CRU CLASSE ST-EMILION 20 GR CRU - 750ML,2,Purchase order
